case_name,source_summary,architecture,scale_family,calibration_scope,server_gpu_count,colocated_gpu_count,prefill_gpu_count,decode_gpu_count,total_gpu_count,prefill_layout_name,decode_layout_name,prefill_tp_degree,decode_tp_degree,prefill_pp_degree,decode_pp_degree,prefill_ep_degree,decode_ep_degree,prefill_dp_attention_degree,decode_dp_attention_degree,target_request_rate_per_second,trace_request_rate_per_second,trace_num_requests,prompt_tokens_distribution,prompt_tokens_min,prompt_tokens_max,prompt_tokens_mean,output_tokens_distribution,output_tokens_min,output_tokens_max,output_tokens_mean,pressure_family,assignment,num_requests,total_prompt_tokens,total_output_tokens,makespan_ns,request_throughput_reqs_per_sec,output_token_throughput_tokens_per_sec,queue_delay_mean_ns,prefill_queue_delay_mean_ns,decode_queue_delay_mean_ns,transfer_duration_mean_ns,ttft_mean_ns,ttft_p99_ns,tpot_mean_ns,e2e_mean_ns,e2e_p99_ns,good_requests,bad_requests,slo_attainment_fraction,goodput_reqs_per_sec,runtime_seed,trace_seed,request_config_path,binary
p2d2__rps_02__in_0128__out_0064,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0064/summary.json,pd_disaggregated,balanced_worker_scaling,extrapolated,4,,2,2,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,64,64,64.0,balanced,P2/D2,256,32768,16384,127526448725,2.0074267146891414,128.47530974010505,0.0,0.0,5459669.4296875,897.0,128730278.90625,142688162.0,23266404.0,1539223256.4296875,1553321911.0,256,0,1.0,2.0074267146891414,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0064/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p3d1__rps_02__in_0128__out_0064,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0064/summary.json,pd_disaggregated,prefill_worker_scaling,extrapolated,4,,3,1,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,64,64,64.0,prefill_heavy,P3/D1,256,32768,16384,127622849905,2.0059103850960973,128.37826464615023,0.0,0.0,12275265.2421875,897.0,141932199.2421875,154116397.0,24593467.0,1630970884.2421875,1643155082.0,256,0,1.0,2.0059103850960973,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0064/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
c4__rps_02__in_0128__out_0128,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0128/summary.json,colocated,colocated_4gpu_dp,extrapolated,4,4,,,4,,,,,,,,,,,2,2,256,uniform,128,128,128.0,uniform,128,128,128.0,,C4,256,32768,32768,128717516985,1.9888512923212525,254.57296541712032,6865886.7265625,6865886.7265625,246588.3359375,0.0,70239089.0625,89458702.0,21104091.631774902,2771562817.9296875,2857529290.0,256,0,1.0,1.9888512923212525,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0128/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p1d3__rps_02__in_0128__out_0128,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0128/summary.json,pd_disaggregated,decode_worker_scaling,extrapolated,4,,1,3,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,128,128,128.0,decode_heavy,P1/D3,256,32768,32768,128988830240,1.9846679710458626,254.0375002938704,1651895.984375,1651895.984375,4183730.74609375,897.0,130103724.73046875,172192650.0,23072198.0,3003790701.7304688,3045879627.0,256,0,1.0,1.9846679710458626,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0128/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p2d2__rps_02__in_0128__out_0128,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0128/summary.json,pd_disaggregated,balanced_worker_scaling,extrapolated,4,,2,2,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,128,128,128.0,balanced,P2/D2,256,32768,32768,129024369938,1.9841212952484522,253.96752579180188,0.0,0.0,6821766.515625,897.0,130084981.265625,144518315.0,23266404.0,3029635209.515625,3043881882.0,256,0,1.0,1.9841212952484522,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0128/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p3d1__rps_02__in_0128__out_0128,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0128/summary.json,pd_disaggregated,prefill_worker_scaling,extrapolated,4,,3,1,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,128,128,128.0,prefill_heavy,P3/D1,256,32768,32768,129185008948,1.9816540795615536,253.65172218387886,0.0,0.0,11664771.3984375,897.0,141321705.3984375,154148367.0,24593467.0,3204342278.3984375,3217168940.0,256,0,1.0,1.9816540795615536,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0128/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
c4__rps_02__in_0128__out_0256,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0256/summary.json,colocated,colocated_4gpu_dp,extrapolated,4,4,,,4,,,,,,,,,,,2,2,256,uniform,128,128,128.0,uniform,256,256,256.0,,C4,256,32768,65536,131358024790,1.948872178987642,498.91127782083635,9630572.7265625,9630572.7265625,246588.3359375,0.0,73003775.0625,85118124.0,21211974.02874756,5503269126.421875,5636337411.0,256,0,1.0,1.948872178987642,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0256/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p1d3__rps_02__in_0128__out_0256,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0256/summary.json,pd_disaggregated,decode_worker_scaling,extrapolated,4,,1,3,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,256,256,256.0,decode_heavy,P1/D3,256,32768,65536,131944235734,1.9402135953562747,496.6946804112063,1651895.984375,1651895.984375,4638685.65625,897.0,130558679.640625,165345619.0,23072198.0,5957487000.640625,5992273940.0,256,0,1.0,1.9402135953562747,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0256/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p2d2__rps_02__in_0128__out_0256,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0256/summary.json,pd_disaggregated,balanced_worker_scaling,extrapolated,4,,2,2,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,256,256,256.0,balanced,P2/D2,256,32768,65536,131997747417,1.9394270357603824,496.4933211546579,0.0,0.0,6006987.90234375,897.0,129278871.109375,136898593.0,23266404.0,6006920142.902344,6014550702.0,256,0,1.0,1.9394270357603824,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0256/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p3d1__rps_02__in_0128__out_0256,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0256/summary.json,pd_disaggregated,prefill_worker_scaling,extrapolated,4,,3,1,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,256,256,256.0,prefill_heavy,P3/D1,256,32768,65536,132332972724,1.9345140876864142,495.23560644772203,0.0,0.0,11664771.3984375,897.0,141321705.3984375,154148367.0,24593467.0,6352306054.3984375,6365132716.0,256,0,1.0,1.9345140876864142,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0256/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
c4__rps_02__in_0128__out_0512,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0512/summary.json,colocated,colocated_4gpu_dp,extrapolated,4,4,,,4,,,,,,,,,,,2,2,256,uniform,128,128,128.0,uniform,512,512,512.0,,C4,256,32768,131072,136674866653,1.8730583483937193,959.0058743775843,10934614.53125,10934614.53125,0.0,0.0,74061228.53125,83616041.0,21288551.2658844,10973799476.664062,11181169684.0,256,0,1.0,1.8730583483937193,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_0512/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p1d3__rps_02__in_0128__out_0512,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0512/summary.json,pd_disaggregated,decode_worker_scaling,extrapolated,4,,1,3,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,512,512,512.0,decode_heavy,P1/D3,256,32768,131072,137853711206,1.8570410456157365,950.8050153552571,1651895.984375,1651895.984375,6080502.734375,897.0,132000496.71875,167484768.0,23072198.0,11865411505.71875,11900895777.0,256,0,1.0,1.8570410456157365,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_0512/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p2d2__rps_02__in_0128__out_0512,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0512/summary.json,pd_disaggregated,balanced_worker_scaling,extrapolated,4,,2,2,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,512,512,512.0,balanced,P2/D2,256,32768,131072,137954049626,1.8556903598990258,950.1134642683012,0.0,0.0,6020639.03515625,897.0,129292522.2421875,136898593.0,23266404.0,11963133218.035156,11970750126.0,256,0,1.0,1.8556903598990258,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_0512/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p3d1__rps_02__in_0128__out_0512,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0512/summary.json,pd_disaggregated,prefill_worker_scaling,extrapolated,4,,3,1,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,512,512,512.0,prefill_heavy,P3/D1,256,32768,131072,138628900276,1.8466567901088642,945.4882765357385,0.0,0.0,11664771.3984375,897.0,141321705.3984375,154148367.0,24593467.0,12648233606.398438,12661060268.0,256,0,1.0,1.8466567901088642,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_0512/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
c4__rps_02__in_0128__out_1024,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_1024/summary.json,colocated,colocated_4gpu_dp,extrapolated,4,4,,,4,,,,,,,,,,,2,2,256,uniform,128,128,128.0,uniform,1024,1024,1024.0,,C4,256,32768,262144,147275895025,1.7382342165127846,1779.9518377090915,10705106.84765625,10705106.84765625,0.0,0.0,73923164.84765625,83628265.0,21286830.489494324,21871637586.089844,22161790919.0,256,0,1.0,1.7382342165127846,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_c4_token_shape_2rps/c4__rps_02__in_0128__out_1024/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p1d3__rps_02__in_0128__out_1024,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_1024/summary.json,pd_disaggregated,decode_worker_scaling,extrapolated,4,,1,3,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,1024,1024,1024.0,decode_heavy,P1/D3,256,32768,262144,149666486199,1.7104697684932384,1751.5210429370761,1651895.984375,1651895.984375,5729524.5859375,897.0,131649518.5703125,167922494.0,23072198.0,23678025903.570312,23714298879.0,256,0,1.0,1.7104697684932384,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p1d3__rps_02__in_0128__out_1024/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p2d2__rps_02__in_0128__out_1024,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_1024/summary.json,pd_disaggregated,balanced_worker_scaling,extrapolated,4,,2,2,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,1024,1024,1024.0,balanced,P2/D2,256,32768,262144,149866448474,1.7081875403513875,1749.1840413198208,0.0,0.0,6020639.03515625,897.0,129292522.2421875,136898593.0,23266404.0,23875532066.035156,23883148974.0,256,0,1.0,1.7081875403513875,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p2d2__rps_02__in_0128__out_1024/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
p3d1__rps_02__in_0128__out_1024,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_1024/summary.json,pd_disaggregated,prefill_worker_scaling,extrapolated,4,,3,1,4,prefill,decode,1,1,1,1,1,1,1,1,2,2,256,uniform,128,128,128.0,uniform,1024,1024,1024.0,prefill_heavy,P3/D1,256,32768,262144,151220755380,1.692889308459689,1733.5186518627215,0.0,0.0,11664771.3984375,897.0,141321705.3984375,154148367.0,24593467.0,25240088710.398438,25252915372.0,256,0,1.0,1.692889308459689,23,13,/home/justin/astra-sim/build/paper_data/20260609T011107Z_non_chunk_colocated_dp_crossover_fix/sweeps/fig2_crossover_pd_token_shape_2rps/p3d1__rps_02__in_0128__out_1024/request.json,/home/justin/astra-sim/build/astra_analytical/build/bin/AstraSim_Analytical_Congestion_Aware
