case_name,architecture,assignment,chunk_size,request_rate_per_second,input_tokens,output_tokens,trace_num_requests,prefill_gpu_count,decode_gpu_count,colocated_gpu_count,scheduler_max_prefill_batch_tokens,pd_prefill_max_batch_tokens,ttft_mean_ms,tpot_mean_ms,e2e_mean_ms,e2e_p99_ms,slo_attainment_fraction,goodput_reqs_per_sec,output_token_throughput_tokens_per_sec,source_summary,request_config_path
p2d2__chunk_0064__rps_04__in_01536__out_2048,pd_disaggregated,P2/D2,64,4.0,1536,2048,256,2,2,,64,64,32655.525530574218,24.59350471315193,82927.41411610937,97236.093826,0.015625,0.027363815545575394,3586.630031189658,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_01536__out_2048/request.json
p2d2__chunk_0064__rps_04__in_02048__out_2048,pd_disaggregated,P2/D2,64,4.0,2048,2048,256,2,2,,64,64,64201.33883173437,24.593705849962234,114473.63934545702,131929.768713,0.0,0.0,2943.646651267688,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_02048__out_2048/request.json
p2d2__chunk_0064__rps_04__in_03072__out_2048,pd_disaggregated,P2/D2,64,4.0,3072,2048,256,2,2,,64,64,127756.96640170703,24.593781276266096,178029.4213885,197751.290112,0.0,0.0,2166.712532640211,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_03072__out_2048/request.json
p2d2__chunk_0064__rps_04__in_04096__out_2048,pd_disaggregated,P2/D2,64,4.0,4096,2048,256,2,2,,64,64,191552.63014947655,24.593467,241824.44149847655,261902.92695199998,0.0,0.0,1714.245273599946,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_04096__out_2048/request.json
p2d2__chunk_0064__rps_04__in_06144__out_2048,pd_disaggregated,P2/D2,64,4.0,6144,2048,256,2,2,,64,64,319242.0808386719,24.593467,369513.89218767185,389900.80804,0.0,0.0,1209.2252856228597,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_06144__out_2048/request.json
p2d2__chunk_0064__rps_04__in_07168__out_2048,pd_disaggregated,P2/D2,64,4.0,7168,2048,256,2,2,,64,64,383107.56425967184,24.593467,433379.37560867186,453766.291461,0.0,0.0,1053.9745612917723,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_07168__out_2048/request.json
p2d2__chunk_0064__rps_04__in_10000__out_2048,pd_disaggregated,P2/D2,64,4.0,10000,2048,256,2,2,,64,64,562640.8189986133,24.593788285911558,612913.2883411602,633294.913941,0.0,0.0,774.5612872866379,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0064__rps_04__in_10000__out_2048/request.json
p2d2__chunk_0128__rps_04__in_00128__out_2048,pd_disaggregated,P2/D2,128,4.0,128,2048,256,2,2,,128,128,137.5759165625,24.594252471099853,50410.995910375,50425.050961,1.0,2.257317783061689,4622.986819710339,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00128__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00128__out_2048/request.json
p2d2__chunk_0128__rps_04__in_00256__out_2048,pd_disaggregated,P2/D2,128,4.0,256,2048,256,2,2,,128,128,171.0271915390625,24.5942435452919,50444.428905296874,50468.34957,1.0,2.2566601652459495,4621.6400184237045,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00256__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00256__out_2048/request.json
p2d2__chunk_0128__rps_04__in_00512__out_2048,pd_disaggregated,P2/D2,128,4.0,512,2048,256,2,2,,128,128,243.63432619921875,24.594207842060086,50516.96291973828,50593.211191999995,1.0,2.2553460784562724,4618.948768678446,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_00512__out_2048/request.json
p2d2__chunk_0128__rps_04__in_01024__out_2048,pd_disaggregated,P2/D2,128,4.0,1024,2048,256,2,2,,128,128,445.0557157695312,24.594086309474942,50718.135410574214,51015.678151,1.0,2.2526297277646012,4613.385682461903,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_01024__out_2048/request.json
p2d2__chunk_0128__rps_04__in_01536__out_2048,pd_disaggregated,P2/D2,128,4.0,1536,2048,256,2,2,,128,128,1159.5298963398436,24.594160464479444,51432.76146059375,53100.620751999995,0.85546875,1.921001454196057,4598.895024737636,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_01536__out_2048/request.json
p2d2__chunk_0128__rps_04__in_02048__out_2048,pd_disaggregated,P2/D2,128,4.0,2048,2048,256,2,2,,128,128,7221.438918726562,24.593467,57493.25026772656,62481.942497,0.14453125,0.3103327767270463,4397.398671477558,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_02048__out_2048/request.json
p2d2__chunk_0128__rps_04__in_03072__out_2048,pd_disaggregated,P2/D2,128,4.0,3072,2048,256,2,2,,128,128,38213.742170257814,24.593467,88485.55351925781,103649.351503,0.0078125,0.013166484386674917,3451.5148830605094,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_03072__out_2048/request.json
p2d2__chunk_0128__rps_04__in_04096__out_2048,pd_disaggregated,P2/D2,128,4.0,4096,2048,256,2,2,,128,128,71688.32398614062,24.59376192280197,121960.73933703906,139710.08791899998,0.0,0.0,2822.6640587814245,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_04096__out_2048/request.json
p2d2__chunk_0128__rps_04__in_06144__out_2048,pd_disaggregated,P2/D2,128,4.0,6144,2048,256,2,2,,128,128,139078.25237808202,24.593467,189350.06372708202,209195.2874,0.0,0.0,2068.762991973606,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_06144__out_2048/request.json
p2d2__chunk_0128__rps_04__in_07168__out_2048,pd_disaggregated,P2/D2,128,4.0,7168,2048,256,2,2,,128,128,172886.0865942539,24.593467,223157.8979432539,243155.12307499998,0.0,0.0,1825.067537738898,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_07168__out_2048/request.json
p2d2__chunk_0128__rps_04__in_10000__out_2048,pd_disaggregated,P2/D2,128,4.0,10000,2048,256,2,2,,128,128,269911.416648,24.593686335289,320183.6771956719,340574.634356,0.0,0.0,1364.7746171700485,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0128__rps_04__in_10000__out_2048/request.json
p2d2__chunk_0256__rps_04__in_00128__out_2048,pd_disaggregated,P2/D2,256,4.0,128,2048,256,2,2,,256,256,137.5759165625,24.594252471099853,50410.995910375,50425.050961,1.0,2.257317783061689,4622.986819710339,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00128__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00128__out_2048/request.json
p2d2__chunk_0256__rps_04__in_00256__out_2048,pd_disaggregated,P2/D2,256,4.0,256,2048,256,2,2,,256,256,141.3047045625,24.594252471099853,50414.724698375,50428.779749,1.0,2.2572435668377766,4622.8348248837665,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00256__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00256__out_2048/request.json
p2d2__chunk_0256__rps_04__in_00512__out_2048,pd_disaggregated,P2/D2,256,4.0,512,2048,256,2,2,,256,256,178.73641112109374,24.594261396907804,50452.17468498828,50484.844918999996,1.0,2.2565118241645283,4621.336215888954,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_00512__out_2048/request.json
p2d2__chunk_0256__rps_04__in_01024__out_2048,pd_disaggregated,P2/D2,256,4.0,1024,2048,256,2,2,,256,256,261.80685189453123,24.59430602594757,50535.33652603516,50632.719808999995,1.0,2.2550497611733724,4618.341910883067,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_01024__out_2048/request.json
p2d2__chunk_0256__rps_04__in_01536__out_2048,pd_disaggregated,P2/D2,256,4.0,1536,2048,256,2,2,,256,256,362.31581458984374,24.594279248523712,50635.790648566406,50856.428273,1.0,2.253589591586035,4615.3514835682,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_01536__out_2048/request.json
p2d2__chunk_0256__rps_04__in_02048__out_2048,pd_disaggregated,P2/D2,256,4.0,2048,2048,256,2,2,,256,256,509.8679358476562,24.59430602594757,50783.39760998828,51194.312599,1.0,2.2523772057035147,4612.868517280798,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_02048__out_2048/request.json
p2d2__chunk_0256__rps_04__in_03072__out_2048,pd_disaggregated,P2/D2,256,4.0,3072,2048,256,2,2,,256,256,2107.8454648476563,24.593467,52379.65681384765,55108.327387,0.59765625,1.340357366606715,4593.027993617657,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_03072__out_2048/request.json
p2d2__chunk_0256__rps_04__in_04096__out_2048,pd_disaggregated,P2/D2,256,4.0,4096,2048,256,2,2,,256,256,12630.675588929687,24.593467,62902.48693792969,70604.958974,0.04296875,0.08751392641272374,4171.136495552191,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_04096__out_2048/request.json
p2d2__chunk_0256__rps_04__in_06144__out_2048,pd_disaggregated,P2/D2,256,4.0,6144,2048,256,2,2,,256,256,49341.60771901953,24.593467,99613.41906801953,116118.786583,0.0078125,0.012242804520513116,3209.3777482253904,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_06144__out_2048/request.json
p2d2__chunk_0256__rps_04__in_07168__out_2048,pd_disaggregated,P2/D2,256,4.0,7168,2048,256,2,2,,256,256,67974.01261147266,24.593629177028657,118246.15609902734,135946.82176299999,0.0,0.0,2877.575451494766,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_07168__out_2048/request.json
p2d2__chunk_0256__rps_04__in_10000__out_2048,pd_disaggregated,P2/D2,256,4.0,10000,2048,256,2,2,,256,256,123664.48586260936,24.593789115837097,173936.95690484374,193704.708591,0.0,0.0,2204.702635193451,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0256__rps_04__in_10000__out_2048/request.json
p2d2__chunk_0512__rps_04__in_00128__out_2048,pd_disaggregated,P2/D2,512,4.0,128,2048,256,2,2,,512,512,137.5759165625,24.594252471099853,50410.995910375,50425.050961,1.0,2.257317783061689,4622.986819710339,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00128__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00128__out_2048/request.json
p2d2__chunk_0512__rps_04__in_00256__out_2048,pd_disaggregated,P2/D2,512,4.0,256,2048,256,2,2,,512,512,141.3047045625,24.594252471099853,50414.724698375,50428.779749,1.0,2.2572435668377766,4622.8348248837665,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00256__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00256__out_2048/request.json
p2d2__chunk_0512__rps_04__in_00512__out_2048,pd_disaggregated,P2/D2,512,4.0,512,2048,256,2,2,,512,512,148.84006773828125,24.594261396907804,50422.278341605466,50436.237323999994,1.0,2.2570951490494013,4622.530865253174,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_00512__out_2048/request.json
p2d2__chunk_0512__rps_04__in_01024__out_2048,pd_disaggregated,P2/D2,512,4.0,1024,2048,256,2,2,,512,512,194.45666707421873,24.5942435452919,50467.858380832025,50500.29954,1.0,2.2562152005010137,4620.728730626076,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_01024__out_2048/request.json
p2d2__chunk_0512__rps_04__in_01536__out_2048,pd_disaggregated,P2/D2,512,4.0,1536,2048,256,2,2,,512,512,244.24542838671874,24.594252471099853,50517.665422199214,50605.749920999995,1.0,2.255335937796725,4618.928000607692,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_01536__out_2048/request.json
p2d2__chunk_0512__rps_04__in_02048__out_2048,pd_disaggregated,P2/D2,512,4.0,2048,2048,256,2,2,,512,512,299.4140106054687,24.594261396907804,50572.852284472654,50714.329687,1.0,2.2544573601350124,4617.128673556505,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_02048__out_2048/request.json
p2d2__chunk_0512__rps_04__in_03072__out_2048,pd_disaggregated,P2/D2,512,4.0,3072,2048,256,2,2,,512,512,441.8261825898437,24.59420183444214,50715.14247252734,51011.511524999994,1.0,2.252800422668613,4613.73526562532,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_03072__out_2048/request.json
p2d2__chunk_0512__rps_04__in_04096__out_2048,pd_disaggregated,P2/D2,512,4.0,4096,2048,256,2,2,,512,512,769.0406644179687,24.59388952980423,51041.71735445703,51926.76338,1.0,2.248524108262845,4604.977373722307,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_04096__out_2048/request.json
p2d2__chunk_0512__rps_04__in_06144__out_2048,pd_disaggregated,P2/D2,512,4.0,6144,2048,256,2,2,,512,512,7249.634800039063,24.593467,57521.44614903906,62518.389187999994,0.15234375,0.3265780390240033,4390.280690354272,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_06144__out_2048/request.json
p2d2__chunk_0512__rps_04__in_07168__out_2048,pd_disaggregated,P2/D2,512,4.0,7168,2048,256,2,2,,512,512,16249.441602539062,24.593467,66521.25295153906,75977.863481,0.0390625,0.07713594869689878,4044.1452270399673,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_07168__out_2048/request.json
p2d2__chunk_0512__rps_04__in_10000__out_2048,pd_disaggregated,P2/D2,512,4.0,10000,2048,256,2,2,,512,512,48704.7540349375,24.593672293582916,98976.98582519531,115543.650077,0.0078125,0.012289066299277656,3221.504995957842,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_0512__rps_04__in_10000__out_2048/request.json
p2d2__chunk_1024__rps_04__in_00128__out_2048,pd_disaggregated,P2/D2,1024,4.0,128,2048,256,2,2,,1024,1024,137.5759165625,24.594252471099853,50410.995910375,50425.050961,1.0,2.257317783061689,4622.986819710339,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00128__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00128__out_2048/request.json
p2d2__chunk_1024__rps_04__in_00256__out_2048,pd_disaggregated,P2/D2,1024,4.0,256,2048,256,2,2,,1024,1024,141.3047045625,24.594252471099853,50414.724698375,50428.779749,1.0,2.2572435668377766,4622.8348248837665,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00256__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00256__out_2048/request.json
p2d2__chunk_1024__rps_04__in_00512__out_2048,pd_disaggregated,P2/D2,1024,4.0,512,2048,256,2,2,,1024,1024,148.84006773828125,24.594261396907804,50422.278341605466,50436.237323999994,1.0,2.2570951490494013,4622.530865253174,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_00512__out_2048/request.json
p2d2__chunk_1024__rps_04__in_01024__out_2048,pd_disaggregated,P2/D2,1024,4.0,1024,2048,256,2,2,,1024,1024,163.94735419921875,24.594261396907804,50437.385628066404,50451.153787999996,1.0,2.2567983720173572,4621.923065891548,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_01024__out_2048/request.json
p2d2__chunk_1024__rps_04__in_01536__out_2048,pd_disaggregated,P2/D2,1024,4.0,1536,2048,256,2,2,,1024,1024,210.54291589453123,24.594234619483945,50483.926349597656,50539.268685999996,1.0,2.2559186548109738,4620.121405052874,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_01536__out_2048/request.json
p2d2__chunk_1024__rps_04__in_02048__out_2048,pd_disaggregated,P2/D2,1024,4.0,2048,2048,256,2,2,,1024,1024,227.15073393359373,24.594252471099853,50500.57072774609,50558.863529999995,1.0,2.2556221870636666,4619.514239106389,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_02048__out_2048/request.json
p2d2__chunk_1024__rps_04__in_03072__out_2048,pd_disaggregated,P2/D2,1024,4.0,3072,2048,256,2,2,,1024,1024,299.40280838671873,24.594234619483945,50572.78624208984,50706.282594,1.0,2.2544472274458656,4617.107921809133,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_03072__out_2048/request.json
p2d2__chunk_1024__rps_04__in_04096__out_2048,pd_disaggregated,P2/D2,1024,4.0,4096,2048,256,2,2,,1024,1024,387.39179158203126,24.594225693675995,50660.75694523047,50893.079857,1.0,2.253273491289805,4614.7041101615205,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_04096__out_2048/request.json
p2d2__chunk_1024__rps_04__in_06144__out_2048,pd_disaggregated,P2/D2,1024,4.0,6144,2048,256,2,2,,1024,1024,767.1208038828124,24.594198916252136,51040.43111736719,51923.057646,1.0,2.248301828172914,4604.522144098128,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_06144__out_2048/request.json
p2d2__chunk_1024__rps_04__in_07168__out_2048,pd_disaggregated,P2/D2,1024,4.0,7168,2048,256,2,2,,1024,1024,1439.0806091289062,24.594189990444182,51712.37264255859,53489.519866999995,0.72265625,1.6220131369015176,4596.767694701745,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_07168__out_2048/request.json
p2d2__chunk_1024__rps_04__in_10000__out_2048,pd_disaggregated,P2/D2,1024,4.0,10000,2048,256,2,2,,1024,1024,11892.229723320312,24.594011135253904,62165.15546132031,69387.667084,0.05078125,0.10380939683543652,4186.617003696719,build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/p2d2_chunk_size/p2d2__chunk_1024__rps_04__in_10000__out_2048/request.json
