case_name,architecture,assignment,chunk_size,request_rate_per_second,input_tokens,output_tokens,trace_num_requests,prefill_gpu_count,decode_gpu_count,colocated_gpu_count,scheduler_max_prefill_batch_tokens,pd_prefill_max_batch_tokens,ttft_mean_ms,tpot_mean_ms,e2e_mean_ms,e2e_p99_ms,slo_attainment_fraction,goodput_reqs_per_sec,output_token_throughput_tokens_per_sec,source_summary,request_config_path
c4__chunk_0128__rps_04__in_00512__out_2048,colocated_chunked,C4,128,4.0,512,2048,256,,,4,128,,8102.483473023437,22.102545083496093,53339.658954023434,63616.04189099999,0.5,1.0805418522937449,4425.899426995179,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_00512__out_2048/request.json
c4__chunk_0128__rps_04__in_01024__out_2048,colocated_chunked,C4,128,4.0,1024,2048,256,,,4,128,,10197.109691804688,23.490306698913574,58276.42096117968,70280.551838,0.5,1.0448656565435115,4279.769729202223,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_01024__out_2048/request.json
c4__chunk_0128__rps_04__in_01536__out_2048,colocated_chunked,C4,128,4.0,1536,2048,256,,,4,128,,12306.813777835938,24.870342920722962,63212.43922947656,77622.12923199999,0.5,1.0114657464946426,4142.963697642056,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_01536__out_2048/request.json
c4__chunk_0128__rps_04__in_02048__out_2048,colocated_chunked,C4,128,4.0,2048,2048,256,,,4,128,,14510.792688343749,26.189980610687254,68119.03612903124,85422.49221099999,0.5,0.9793664648563448,4011.4850400515884,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_02048__out_2048/request.json
c4__chunk_0128__rps_04__in_03072__out_2048,colocated_chunked,C4,128,4.0,3072,2048,256,,,4,128,,20752.443483296873,27.657805396224973,77366.79208476562,101045.391683,0.01953125,0.03590877275143285,3765.3077296606457,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_03072__out_2048/request.json
c4__chunk_0128__rps_04__in_04096__out_2048,colocated_chunked,C4,128,4.0,4096,2048,256,,,4,128,,29417.827889453125,27.771579374816895,86265.18559907812,116755.76710699999,0.0,0.0,3483.1701201208025,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_04096__out_2048/request.json
c4__chunk_0128__rps_04__in_06144__out_2048,colocated_chunked,C4,128,4.0,6144,2048,256,,,4,128,,60683.52824816406,20.970423765655518,103602.11927022655,147881.886117,0.0,0.0,2920.8664377078762,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_06144__out_2048/request.json
c4__chunk_0128__rps_04__in_07168__out_2048,colocated_chunked,C4,128,4.0,7168,2048,256,,,4,128,,72817.99961664062,20.709165,115201.53268664062,163592.26154099999,0.0,0.0,2686.0792924729494,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_07168__out_2048/request.json
c4__chunk_0128__rps_04__in_10000__out_2048,colocated_chunked,C4,128,4.0,10000,2048,256,,,4,128,,106538.28075264062,20.709165,148921.81382264063,208552.636389,0.0,0.0,2183.1919017976998,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_10000__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0128__rps_04__in_10000__out_2048/request.json
c4__chunk_0256__rps_04__in_00128__out_2048,colocated_chunked,C4,256,4.0,128,2048,256,,,4,256,,6536.781749195312,21.057510020874023,49633.72542194531,58658.661656,0.5,1.1091337036122184,4543.011649995647,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00128__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00128__out_2048/request.json
c4__chunk_0256__rps_04__in_00256__out_2048,colocated_chunked,C4,256,4.0,256,2048,256,,,4,256,,6599.777275093749,21.099464645874022,49782.64401984375,58853.762749999994,0.5,1.107862302715753,4537.803991923724,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00256__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00256__out_2048/request.json
c4__chunk_0256__rps_04__in_00512__out_2048,colocated_chunked,C4,256,4.0,512,2048,256,,,4,256,,7184.026214195313,21.489764291748045,51166.22663369531,60699.925172999996,0.5,1.0971886585561292,4494.084745445905,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00512__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_00512__out_2048/request.json
c4__chunk_0256__rps_04__in_01024__out_2048,colocated_chunked,C4,256,4.0,1024,2048,256,,,4,256,,8352.68588275,22.270363583496092,53933.55365175,64417.155432,0.5,1.0762689118548574,4408.397462957496,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_01024__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_01024__out_2048/request.json
c4__chunk_0256__rps_04__in_01536__out_2048,colocated_chunked,C4,256,4.0,1536,2048,256,,,4,256,,9524.413224296875,23.04978253357315,56701.53100305468,68134.385691,0.5,1.056131979771538,4325.91658914422,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_01536__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_01536__out_2048/request.json
c4__chunk_0256__rps_04__in_02048__out_2048,colocated_chunked,C4,256,4.0,2048,2048,256,,,4,256,,10703.337597671874,23.82369322251892,59465.42446739062,72172.70723,0.5,1.0365653337723209,4245.771607131426,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_02048__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_02048__out_2048/request.json
c4__chunk_0256__rps_04__in_03072__out_2048,colocated_chunked,C4,256,4.0,3072,2048,256,,,4,256,,13096.827825742186,25.350268450332642,64985.340762023436,80405.537587,0.5,0.9998444249104995,4095.362764433406,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_03072__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_03072__out_2048/request.json
c4__chunk_0256__rps_04__in_04096__out_2048,colocated_chunked,C4,256,4.0,4096,2048,256,,,4,256,,15618.580859171874,26.799728022308347,70475.58699885938,89206.80299499999,0.140625,0.2712885017972287,3950.9251675073733,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_04096__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_04096__out_2048/request.json
c4__chunk_0256__rps_04__in_06144__out_2048,colocated_chunked,C4,256,4.0,6144,2048,256,,,4,256,,23004.419066125,28.301122627807615,80936.28135787499,106721.857859,0.0,0.0,3662.8349166813796,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_06144__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_06144__out_2048/request.json
c4__chunk_0256__rps_04__in_07168__out_2048,colocated_chunked,C4,256,4.0,7168,2048,256,,,4,256,,28685.86749003906,27.770755770309446,85531.5384576328,115523.12326699999,0.0,0.0,3505.608211910537,build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_07168__out_2048/summary.json,/home/justin/astra-sim/build/chunked_rps4_experiment/20260609T014844Z/sweeps/c4_chunk_size/c4__chunk_0256__rps_04__in_07168__out_2048/request.json
